Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
742,info received,2023-11-13 07:01:21.663,,,info received,0,info received,info received,info received,0,0,info received
742,Check for completeness,2023-11-13 07:01:31.663,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
742,Request info,2023-11-13 07:19:12.391,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
742,info received,2023-11-13 07:34:48.673,,,info received,0,info received,info received,info received,0,0,info received
742,Check for completeness,2023-11-13 07:34:58.673,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
742,Request info,2023-11-13 07:36:35.550,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
742,info received,2023-11-13 07:45:15.207,,,info received,0,info received,info received,info received,0,0,info received
742,Check for completeness,2023-11-13 07:45:25.207,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
742,Perform checks,2023-11-13 07:53:14.731,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
742,Make decision,2023-11-13 07:55:30.514,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
742,notify reject,2023-11-13 08:02:05.888,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
742,time out,2023-11-13 08:08:23.921,,,time out,0,time out,time out,time out,0,0,time out
742,EVENT 13 END,2023-11-13 08:08:33.921,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
743,Check for completeness,2023-11-13 06:00:52.540,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
743,New online application received,2023-11-13 06:00:52.540,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
743,Perform checks,2023-11-13 06:26:16.170,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
743,Make decision,2023-11-13 06:53:25.866,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
743,notify reject,2023-11-13 06:59:28.321,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
743,time out,2023-11-13 07:00:59.116,,,time out,0,time out,time out,time out,0,0,time out
743,EVENT 13 END,2023-11-13 07:01:09.116,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
746,Check for completeness,2023-11-13 07:22:38.603,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
746,New online application received,2023-11-13 07:22:38.603,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
746,Perform checks,2023-11-13 07:33:32.527,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
746,Make decision,2023-11-13 07:42:05.606,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
746,Notify accept,2023-11-13 08:00:33.169,Manager-000002,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
746,Deliver card,2023-11-13 08:29:33.916,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
746,EVENT 13 END,2023-11-13 08:35:16.415,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
747,Check for completeness,2023-11-13 09:24:58.279,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
747,New online application received,2023-11-13 09:24:58.279,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
747,Perform checks,2023-11-13 09:38:34.651,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
747,Make decision,2023-11-13 09:40:27.994,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
747,notify reject,2023-11-13 09:42:06.603,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
747,time out,2023-11-13 10:14:09.869,,,time out,0,time out,time out,time out,0,0,time out
747,EVENT 13 END,2023-11-13 10:14:19.869,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
748,Check for completeness,2023-11-13 10:36:48.731,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
748,New online application received,2023-11-13 10:36:48.731,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
748,Request info,2023-11-13 10:40:34.474,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
748,info received,2023-11-13 10:44:54.208,,,info received,0,info received,info received,info received,0,0,info received
748,Check for completeness,2023-11-13 10:45:04.208,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
748,Perform checks,2023-11-13 10:57:14.113,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
748,Make decision,2023-11-13 10:59:04.329,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
748,notify reject,2023-11-13 11:04:50.578,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
748,review request received,2023-11-13 11:09:44.461,,,review request received,0,review request received,review request received,review request received,0,0,review request received
748,Check for completeness,2023-11-13 11:09:54.461,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
748,Perform checks,2023-11-13 11:44:45.614,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
748,Make decision,2023-11-13 11:46:56.754,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
748,Notify accept,2023-11-13 11:55:22.314,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
748,Deliver card,2023-11-13 12:23:20.960,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
748,EVENT 13 END,2023-11-13 12:26:30.723,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
75,Check for completeness,2023-10-03 23:33:12.127,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
75,New online application received,2023-10-03 23:33:12.127,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
75,Perform checks,2023-10-03 23:45:01.195,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
75,Make decision,2023-10-03 23:50:51.070,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
75,notify reject,2023-10-03 23:58:39.761,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
75,time out,2023-10-04 00:11:22.358,,,time out,0,time out,time out,time out,0,0,time out
75,EVENT 13 END,2023-10-04 00:11:32.358,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
751,Check for completeness,2023-11-13 16:31:05.507,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
751,New online application received,2023-11-13 16:31:05.507,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
751,Perform checks,2023-11-13 16:34:18.119,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
751,Make decision,2023-11-13 16:39:04.296,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
751,notify reject,2023-11-13 16:41:00.728,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
751,review request received,2023-11-13 16:43:41.022,,,review request received,0,review request received,review request received,review request received,0,0,review request received
751,Check for completeness,2023-11-13 16:43:51.022,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
751,Request info,2023-11-13 17:07:19.028,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
751,info received,2023-11-13 17:16:28.710,,,info received,0,info received,info received,info received,0,0,info received
751,Check for completeness,2023-11-13 17:16:38.710,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
751,Request info,2023-11-13 17:18:14.512,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
751,info received,2023-11-13 17:29:03.108,,,info received,0,info received,info received,info received,0,0,info received
751,Check for completeness,2023-11-13 17:29:13.108,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
751,Perform checks,2023-11-13 17:51:34.528,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
751,Make decision,2023-11-13 17:52:22.407,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
751,Notify accept,2023-11-13 17:52:28.194,Manager-000005,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
751,Deliver card,2023-11-13 18:05:26.464,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
751,EVENT 13 END,2023-11-13 18:05:55.813,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
752,Check for completeness,2023-11-13 17:25:32.240,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
752,New online application received,2023-11-13 17:25:32.240,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
752,Request info,2023-11-13 17:26:58.410,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
752,info received,2023-11-13 17:37:31.669,,,info received,0,info received,info received,info received,0,0,info received
752,Check for completeness,2023-11-13 17:37:41.669,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
752,Request info,2023-11-13 17:42:25.971,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
752,info received,2023-11-13 17:43:02.374,,,info received,0,info received,info received,info received,0,0,info received
752,Check for completeness,2023-11-13 17:43:12.374,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
752,Perform checks,2023-11-13 17:47:11.184,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
752,Make decision,2023-11-13 18:12:08.518,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
752,Notify accept,2023-11-13 18:47:12.453,Manager-000004,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
752,Deliver card,2023-11-13 18:54:24.777,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
752,EVENT 13 END,2023-11-13 18:54:35.211,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
753,Check for completeness,2023-11-13 17:25:57.362,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,New online application received,2023-11-13 17:25:57.362,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
753,Request info,2023-11-13 17:46:33.748,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
753,info received,2023-11-13 17:52:02.090,,,info received,0,info received,info received,info received,0,0,info received
753,Check for completeness,2023-11-13 17:52:12.090,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,Request info,2023-11-13 17:56:08.267,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
753,info received,2023-11-13 18:00:03.920,,,info received,0,info received,info received,info received,0,0,info received
753,Check for completeness,2023-11-13 18:00:13.920,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,Request info,2023-11-13 18:22:16.732,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
753,info received,2023-11-13 18:25:40.723,,,info received,0,info received,info received,info received,0,0,info received
753,Check for completeness,2023-11-13 18:25:50.723,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,Request info,2023-11-13 18:29:12.346,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
753,info received,2023-11-13 18:50:40.805,,,info received,0,info received,info received,info received,0,0,info received
753,Check for completeness,2023-11-13 18:50:50.805,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,Request info,2023-11-13 18:56:26.095,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
753,info received,2023-11-13 19:00:08.323,,,info received,0,info received,info received,info received,0,0,info received
753,Check for completeness,2023-11-13 19:00:18.323,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,Request info,2023-11-13 19:06:20.811,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
753,info received,2023-11-13 19:11:00.826,,,info received,0,info received,info received,info received,0,0,info received
753,Check for completeness,2023-11-13 19:11:10.826,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
753,Perform checks,2023-11-13 19:17:31.774,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
753,Make decision,2023-11-13 19:23:21.288,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
753,notify reject,2023-11-13 19:43:09.768,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
753,time out,2023-11-13 19:43:30.834,,,time out,0,time out,time out,time out,0,0,time out
753,EVENT 13 END,2023-11-13 19:43:40.834,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
754,Check for completeness,2023-11-13 17:53:23.072,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
754,New online application received,2023-11-13 17:53:23.072,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
754,Request info,2023-11-13 17:59:36.119,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
754,info received,2023-11-13 18:01:57.659,,,info received,0,info received,info received,info received,0,0,info received
754,Check for completeness,2023-11-13 18:02:07.659,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
754,Request info,2023-11-13 18:02:29.322,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
754,info received,2023-11-13 18:06:19.544,,,info received,0,info received,info received,info received,0,0,info received
754,Check for completeness,2023-11-13 18:06:29.544,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
754,Request info,2023-11-13 18:06:54.644,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
754,info received,2023-11-13 18:14:48.460,,,info received,0,info received,info received,info received,0,0,info received
754,Check for completeness,2023-11-13 18:14:58.460,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
754,Request info,2023-11-13 18:17:24.769,Manager-000006,,Request info,0,Request info,request info,Request info,0,0,Request info
754,info received,2023-11-13 18:29:17.293,,,info received,0,info received,info received,info received,0,0,info received
754,Check for completeness,2023-11-13 18:29:27.293,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
754,Perform checks,2023-11-13 18:33:41.805,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
754,Make decision,2023-11-13 18:47:17.788,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
754,Notify accept,2023-11-13 18:55:19.494,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
754,Deliver card,2023-11-13 19:01:42.523,Manager-000004,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
754,EVENT 13 END,2023-11-13 19:06:44.211,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
755,Check for completeness,2023-11-13 18:52:46.455,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
755,New online application received,2023-11-13 18:52:46.455,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
755,Request info,2023-11-13 18:52:53.573,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
755,info received,2023-11-13 18:59:18.058,,,info received,0,info received,info received,info received,0,0,info received
755,Check for completeness,2023-11-13 18:59:28.058,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
755,Perform checks,2023-11-13 19:12:43.969,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
755,Make decision,2023-11-13 19:31:08.163,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
755,notify reject,2023-11-13 19:56:05.934,Manager-000001,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
755,review request received,2023-11-13 19:58:03.716,,,review request received,0,review request received,review request received,review request received,0,0,review request received
755,Check for completeness,2023-11-13 19:58:13.716,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
755,Perform checks,2023-11-13 20:01:20.956,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
755,Make decision,2023-11-13 20:29:23.937,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
755,Notify accept,2023-11-13 20:32:54.292,Manager-000006,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
755,Deliver card,2023-11-13 20:50:16.265,Manager-000003,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
755,EVENT 13 END,2023-11-13 21:08:51.347,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
756,Check for completeness,2023-11-13 21:16:36.855,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
756,New online application received,2023-11-13 21:16:36.855,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
756,Request info,2023-11-13 21:19:10.434,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
756,info received,2023-11-13 21:46:19.535,,,info received,0,info received,info received,info received,0,0,info received
756,Check for completeness,2023-11-13 21:46:29.535,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
756,Request info,2023-11-13 21:47:03.479,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
756,info received,2023-11-13 21:47:43.274,,,info received,0,info received,info received,info received,0,0,info received
756,Check for completeness,2023-11-13 21:47:53.274,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
756,Perform checks,2023-11-13 21:48:54.953,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
756,Make decision,2023-11-13 22:13:26.391,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
756,notify reject,2023-11-13 22:16:07.854,Manager-000006,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
756,time out,2023-11-13 22:42:34.241,,,time out,0,time out,time out,time out,0,0,time out
756,EVENT 13 END,2023-11-13 22:42:44.241,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
758,Check for completeness,2023-11-13 22:53:27.821,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
758,New online application received,2023-11-13 22:53:27.821,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
758,Perform checks,2023-11-13 22:55:42.962,Clerk-000005,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
758,Make decision,2023-11-13 23:05:02.694,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
758,notify reject,2023-11-13 23:24:07.516,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
758,time out,2023-11-13 23:27:20.566,,,time out,0,time out,time out,time out,0,0,time out
758,EVENT 13 END,2023-11-13 23:27:30.566,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
759,Check for completeness,2023-11-13 22:58:47.210,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
759,New online application received,2023-11-13 22:58:47.210,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
759,Request info,2023-11-13 22:59:09.408,Manager-000001,,Request info,0,Request info,request info,Request info,0,0,Request info
759,info received,2023-11-13 23:07:01.605,,,info received,0,info received,info received,info received,0,0,info received
759,Check for completeness,2023-11-13 23:07:11.605,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
759,Perform checks,2023-11-13 23:15:08.241,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
759,Make decision,2023-11-13 23:21:41.590,Manager-000005,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
759,Notify accept,2023-11-13 23:26:14.184,Manager-000001,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
759,Deliver card,2023-11-13 23:46:34.365,Manager-000002,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
759,EVENT 13 END,2023-11-13 23:52:34.666,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
76,Check for completeness,2023-10-04 00:23:30.377,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,New online application received,2023-10-04 00:23:30.377,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
76,Request info,2023-10-04 00:24:41.510,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 00:30:28.851,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 00:30:38.851,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Perform checks,2023-10-04 00:35:14.786,Clerk-000003,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
76,Make decision,2023-10-04 01:00:29.140,Manager-000004,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
76,notify reject,2023-10-04 01:09:33.675,Manager-000003,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
76,review request received,2023-10-04 01:22:23.047,,,review request received,0,review request received,review request received,review request received,0,0,review request received
76,Check for completeness,2023-10-04 01:22:33.047,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Request info,2023-10-04 01:23:28.437,Manager-000005,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 01:29:12.110,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 01:29:22.110,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Request info,2023-10-04 01:31:54.735,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 01:32:55.636,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 01:33:05.636,Clerk-000006,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Request info,2023-10-04 02:02:18.245,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 02:28:42.343,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 02:28:52.343,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Request info,2023-10-04 03:26:58.070,Manager-000004,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 03:29:28.603,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 03:29:38.603,Clerk-000002,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Request info,2023-10-04 03:38:45.341,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 03:55:06.795,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 03:55:16.795,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Request info,2023-10-04 03:55:18.652,Manager-000002,,Request info,0,Request info,request info,Request info,0,0,Request info
76,info received,2023-10-04 04:05:56.229,,,info received,0,info received,info received,info received,0,0,info received
76,Check for completeness,2023-10-04 04:06:06.229,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
76,Perform checks,2023-10-04 04:50:15.248,Clerk-000006,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
76,Make decision,2023-10-04 04:57:32.135,Manager-000002,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
76,notify reject,2023-10-04 05:10:01.731,Manager-000004,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
76,time out,2023-10-04 05:34:51.424,,,time out,0,time out,time out,time out,0,0,time out
76,EVENT 13 END,2023-10-04 05:35:01.424,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
760,Check for completeness,2023-11-13 23:06:23.449,Clerk-000001,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
760,New online application received,2023-11-13 23:06:23.449,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
760,Perform checks,2023-11-13 23:08:07.336,Clerk-000004,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
760,Make decision,2023-11-13 23:15:05.131,Manager-000003,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
760,notify reject,2023-11-13 23:15:36.667,Manager-000002,,notify reject,0,notify reject,notify reject,notify reject,0,0,notify reject
760,review request received,2023-11-13 23:23:06.831,,,review request received,0,review request received,review request received,review request received,0,0,review request received
760,Check for completeness,2023-11-13 23:23:16.831,Clerk-000003,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
760,Request info,2023-11-13 23:40:00.383,Manager-000003,,Request info,0,Request info,request info,Request info,0,0,Request info
760,info received,2023-11-13 23:48:22.575,,,info received,0,info received,info received,info received,0,0,info received
760,Check for completeness,2023-11-13 23:48:32.575,Clerk-000004,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
760,Perform checks,2023-11-13 23:52:07.542,Clerk-000002,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
760,Make decision,2023-11-13 23:54:22.659,Manager-000001,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
760,Notify accept,2023-11-14 00:05:19.240,Manager-000003,,Notify accept,0,Notify accept,notify accept,Notify accept,0,0,Notify accept
760,Deliver card,2023-11-14 00:06:56.678,Manager-000006,,Deliver card,0,Deliver card,deliver card,Deliver card,0,0,Deliver card
760,EVENT 13 END,2023-11-14 00:19:53.257,,,EVENT 13 END,0,EVENT 13 END,event 13 end,EVENT 13 END,0,0,EVENT 13 END
761,Check for completeness,2023-11-13 23:29:46.466,Clerk-000005,,Check for completeness,0,Check for completeness,check for completeness,Check for completeness,0,0,Check for completeness
761,New online application received,2023-11-13 23:29:46.466,,,New online application received,0,New online application received,new online application received,New online application received,0,0,New online application received
761,Perform checks,2023-11-13 23:34:45.242,Clerk-000001,,Perform checks,0,Perform checks,perform checks,Perform checks,0,0,Perform checks
761,Make decision,2023-11-13 23:49:31.059,Manager-000006,,Make decision,0,Make decision,make decision,Make decision,0,0,Make decision
